Entity,Code,Year,"Age-standardized deaths from pancreas cancer in both sexes in those aged all ages per 100,000 people"
El Salvador,SLV,2001,1.7996525
El Salvador,SLV,2002,1.9325166
El Salvador,SLV,2003,2.4188125
El Salvador,SLV,2004,2.5069973
El Salvador,SLV,2005,2.272067
El Salvador,SLV,2006,2.1679883
El Salvador,SLV,2007,2.6588686
El Salvador,SLV,2008,2.2706451
El Salvador,SLV,2009,2.286908
El Salvador,SLV,2010,2.4094687
El Salvador,SLV,2011,2.494681
El Salvador,SLV,2012,2.5911844
El Salvador,SLV,2013,2.2710297
El Salvador,SLV,2014,2.492176
El Salvador,SLV,2015,1.7799811
El Salvador,SLV,2016,1.8682762
El Salvador,SLV,2017,2.2742896
El Salvador,SLV,2018,1.8258436
Estonia,EST,1994,8.740329
Estonia,EST,1995,8.001783
Estonia,EST,1996,7.047714
Estonia,EST,1997,7.297105
Estonia,EST,1998,8.372427
Estonia,EST,1999,7.981809
Estonia,EST,2000,7.675543
Estonia,EST,2001,8.123111
Estonia,EST,2002,7.9237623
Estonia,EST,2003,8.703627
Estonia,EST,2004,7.9696193
Estonia,EST,2005,7.0923543
Estonia,EST,2006,9.416402
Estonia,EST,2007,8.481643
Estonia,EST,2008,9.16608
Estonia,EST,2009,9.705414
Estonia,EST,2010,8.340054
Estonia,EST,2011,9.623916
Estonia,EST,2012,7.8601484
Estonia,EST,2013,9.560584
Estonia,EST,2014,9.0693655
Estonia,EST,2015,8.4649315
Estonia,EST,2016,7.711992
Estonia,EST,2017,7.859418
Estonia,EST,2018,10.481702
Estonia,EST,2019,8.597175
Estonia,EST,2020,8.636554
Estonia,EST,2021,8.231602
Estonia,EST,2022,8.620057
Fiji,FJI,2001,1.1186068
Fiji,FJI,2002,0.84050304
Fiji,FJI,2003,2.6150389
Fiji,FJI,2004,3.003648
Fiji,FJI,2005,2.9613988
Fiji,FJI,2006,2.1308308
Fiji,FJI,2007,2.8635395
Fiji,FJI,2008,1.9280701
Fiji,FJI,2009,2.3982348
Fiji,FJI,2011,3.2288816
Fiji,FJI,2012,1.3523631
Finland,FIN,1987,9.402993
Finland,FIN,1988,8.685986
Finland,FIN,1989,9.266001
Finland,FIN,1990,9.067996
Finland,FIN,1991,9.384286
Finland,FIN,1992,7.9781055
Finland,FIN,1993,8.694118
Finland,FIN,1994,8.747755
Finland,FIN,1995,7.956881
Finland,FIN,1996,8.2229805
Finland,FIN,1997,8.7541275
Finland,FIN,1998,8.777147
Finland,FIN,1999,7.948905
Finland,FIN,2000,8.062286
Finland,FIN,2001,8.179183
Finland,FIN,2002,8.124161
Finland,FIN,2003,8.918655
Finland,FIN,2004,9.424891
Finland,FIN,2005,8.493614
Finland,FIN,2006,8.741147
Finland,FIN,2007,9.219596
Finland,FIN,2008,9.236987
Finland,FIN,2009,8.739295
Finland,FIN,2010,9.030755
Finland,FIN,2011,8.791097
Finland,FIN,2012,8.779855
Finland,FIN,2013,8.748532
Finland,FIN,2014,8.938196
Finland,FIN,2015,9.079514
Finland,FIN,2016,9.331178
Finland,FIN,2017,8.9532585
Finland,FIN,2018,9.79353
Finland,FIN,2019,9.000163
Finland,FIN,2020,9.308851
Finland,FIN,2021,9.231835
Finland,FIN,2022,8.687796
France,FRA,1979,5.6679454
France,FRA,1980,5.784248
France,FRA,1981,5.6399026
France,FRA,1982,5.676569
France,FRA,1983,5.845812
France,FRA,1984,5.786429
France,FRA,1985,5.861349
France,FRA,1986,6.0711093
France,FRA,1987,6.1195807
France,FRA,1988,6.470342
France,FRA,1989,6.2629185
France,FRA,1990,6.1282544
France,FRA,1991,6.300317
France,FRA,1992,6.4413757
France,FRA,1993,6.6067677
France,FRA,1994,6.40966
France,FRA,1995,6.3447285
France,FRA,1996,6.4295855
France,FRA,1997,6.546632
France,FRA,1998,6.6520314
France,FRA,1999,6.8617744
France,FRA,2000,6.6283474
France,FRA,2001,6.872336
France,FRA,2002,6.9044547
France,FRA,2003,6.8040714
France,FRA,2004,6.9073234
France,FRA,2005,7.093536
France,FRA,2006,7.0848517
France,FRA,2007,7.284847
France,FRA,2008,7.3933086
France,FRA,2009,7.3522477
France,FRA,2010,7.3494787
France,FRA,2011,7.2427487
France,FRA,2012,7.2920465
France,FRA,2013,7.5249367
France,FRA,2014,7.5680413
France,FRA,2015,7.7085156
France,FRA,2016,7.863378
France,FRA,2017,7.8093576
France,FRA,2018,7.8641176
France,FRA,2019,7.9909563
France,FRA,2020,8.022318
France,FRA,2021,8.1187
France,FRA,2022,8.091218
French Guiana,GUF,2001,4.483514
French Guiana,GUF,2002,2.4949021
French Guiana,GUF,2003,5.4844275
French Guiana,GUF,2004,5.856958
French Guiana,GUF,2005,2.208708
French Guiana,GUF,2006,1.0157127
French Guiana,GUF,2007,2.2689095
French Guiana,GUF,2008,5.8902025
French Guiana,GUF,2009,11.680465
French Guiana,GUF,2010,3.2985075
French Guiana,GUF,2011,8.081784
French Guiana,GUF,2012,5.143267
French Guiana,GUF,2013,6.500096
French Guiana,GUF,2014,3.848113
French Guiana,GUF,2015,7.6092114
French Guiana,GUF,2016,9.306297
Georgia,GEO,1998,2.3107045
Georgia,GEO,1999,2.2864823
Georgia,GEO,2000,2.2263803
Georgia,GEO,2001,2.0487754
Georgia,GEO,2004,2.8676212
Georgia,GEO,2005,1.6136624
Georgia,GEO,2006,1.2949125
Georgia,GEO,2007,1.445667
Georgia,GEO,2009,2.3851957
Georgia,GEO,2010,1.0242889
Georgia,GEO,2011,2.1762116
Georgia,GEO,2012,2.4146242
Georgia,GEO,2013,2.1549249
Georgia,GEO,2014,3.771733
Georgia,GEO,2015,3.0843365
Georgia,GEO,2016,3.8602176
Georgia,GEO,2017,4.194249
Georgia,GEO,2018,4.1658897
Georgia,GEO,2019,4.8569736
Georgia,GEO,2020,4.925835
Georgia,GEO,2021,5.6749325
Georgia,GEO,2023,2.890939
Germany,DEU,1990,7.3229795
Germany,DEU,1991,7.6047587
Germany,DEU,1992,7.8058662
Germany,DEU,1993,7.7041626
Germany,DEU,1994,7.744845
Germany,DEU,1995,7.750557
Germany,DEU,1996,7.56528
Germany,DEU,1997,7.6457033
Germany,DEU,1998,7.760482
Germany,DEU,1999,8.000752
Germany,DEU,2000,7.8295784
Germany,DEU,2001,7.9043193
Germany,DEU,2002,8.03008
Germany,DEU,2003,7.8251214
Germany,DEU,2004,7.8705063
Germany,DEU,2005,8.02551
Germany,DEU,2006,8.109504
Germany,DEU,2007,8.231229
Germany,DEU,2008,8.29948
Germany,DEU,2009,8.352857
Germany,DEU,2010,8.384323
Germany,DEU,2011,8.370224
Germany,DEU,2012,8.358012
Germany,DEU,2013,8.655104
Germany,DEU,2014,8.420933
Germany,DEU,2015,8.586505
Germany,DEU,2016,8.897741
Germany,DEU,2017,8.685674
Germany,DEU,2018,8.763417
Germany,DEU,2019,9.012637
Germany,DEU,2020,8.761587
Greece,GRC,1979,4.00156
Greece,GRC,1980,4.1728873
Greece,GRC,1981,4.379257
Greece,GRC,1982,4.3540244
Greece,GRC,1983,4.6221123
Greece,GRC,1984,4.589998
Greece,GRC,1985,5.1695642
Greece,GRC,1986,4.775725
Greece,GRC,1987,5.124189
Greece,GRC,1988,4.988443
Greece,GRC,1989,5.1647024
Greece,GRC,1990,5.106558
Greece,GRC,1991,5.555805
Greece,GRC,1992,5.681739
Greece,GRC,1993,5.072851
Greece,GRC,1994,5.5159755
Greece,GRC,1995,5.603056
Greece,GRC,1996,5.578907
Greece,GRC,1997,5.6277757
Greece,GRC,1998,5.745729
Greece,GRC,1999,6.19992
Greece,GRC,2000,5.8273005
Greece,GRC,2001,5.944046
Greece,GRC,2002,6.0182405
Greece,GRC,2003,6.076394
Greece,GRC,2004,5.9838786
Greece,GRC,2005,6.0348434
Greece,GRC,2006,6.14607
Greece,GRC,2007,6.649055
Greece,GRC,2008,6.471979
Greece,GRC,2009,6.5374403
Greece,GRC,2010,6.005209
Greece,GRC,2011,6.3158
Greece,GRC,2012,6.731684
Greece,GRC,2013,6.980433
Greece,GRC,2014,6.9760675
Greece,GRC,2015,7.384716
Greece,GRC,2016,7.151572
Greece,GRC,2017,7.2440777
Greece,GRC,2018,7.276003
Greece,GRC,2019,7.2001896
Greece,GRC,2020,7.4878297
Greece,GRC,2021,7.7550454
Greece,GRC,2022,7.2947135
Grenada,GRD,2001,5.985385
Grenada,GRD,2002,0.96631783
Grenada,GRD,2003,6.0298347
Grenada,GRD,2004,5.7258964
Grenada,GRD,2005,4.856329
Grenada,GRD,2006,3.8307886
Grenada,GRD,2007,9.320445
Grenada,GRD,2008,8.583996
Grenada,GRD,2009,5.1730533
Grenada,GRD,2010,3.6256676
Grenada,GRD,2011,6.688761
Grenada,GRD,2012,4.1536374
Grenada,GRD,2013,7.5452147
Grenada,GRD,2014,4.997816
Grenada,GRD,2015,3.6412144
Grenada,GRD,2016,4.253936
Grenada,GRD,2017,6.6724463
Grenada,GRD,2018,10.848591
Grenada,GRD,2019,9.977178
Grenada,GRD,2020,11.203977
Grenada,GRD,2021,3.52211
Grenada,GRD,2022,5.832232
Grenada,GRD,2023,5.68236
Guadeloupe,GLP,2000,4.5862303
Guadeloupe,GLP,2001,3.9195557
Guadeloupe,GLP,2002,6.970685
Guadeloupe,GLP,2003,4.876785
Guadeloupe,GLP,2004,6.5470967
Guadeloupe,GLP,2005,6.3650794
Guadeloupe,GLP,2006,4.4716616
Guadeloupe,GLP,2007,4.8353505
Guadeloupe,GLP,2008,5.8511343
Guadeloupe,GLP,2009,7.300551
Guadeloupe,GLP,2010,5.959177
Guadeloupe,GLP,2011,5.7134237
Guadeloupe,GLP,2012,6.1016126
Guadeloupe,GLP,2013,7.910558
Guadeloupe,GLP,2014,8.080976
Guadeloupe,GLP,2015,6.923588
Guadeloupe,GLP,2016,7.20503
Guatemala,GTM,2000,2.3330984
Guatemala,GTM,2001,2.571216
Guatemala,GTM,2002,2.2875395
Guatemala,GTM,2003,2.1745653
Guatemala,GTM,2004,2.267313
Guatemala,GTM,2005,2.3840754
Guatemala,GTM,2006,2.120297
Guatemala,GTM,2007,2.3992987
Guatemala,GTM,2008,2.3308403
Guatemala,GTM,2009,2.4777179
Guatemala,GTM,2010,2.7566335
Guatemala,GTM,2011,2.0836627
Guatemala,GTM,2012,2.7191737
Guatemala,GTM,2013,2.3039012
Guatemala,GTM,2014,1.8614213
Guatemala,GTM,2015,2.3840768
Guatemala,GTM,2016,2.3309834
Guatemala,GTM,2017,2.312386
Guatemala,GTM,2018,1.9787687
Guatemala,GTM,2019,2.3147855
Guatemala,GTM,2020,1.8476254
Guatemala,GTM,2021,2.0476494
Guatemala,GTM,2022,1.9725349
Guyana,GUY,1991,2.098862
Guyana,GUY,1992,2.1863763
Guyana,GUY,1997,1.9879272
Guyana,GUY,1998,0.722489
Guyana,GUY,1999,2.778824
Guyana,GUY,2001,3.129247
Guyana,GUY,2002,2.309328
Guyana,GUY,2003,3.9679153
Guyana,GUY,2004,3.4778833
Guyana,GUY,2005,4.19135
Guyana,GUY,2006,2.732366
Guyana,GUY,2007,3.996385
Guyana,GUY,2008,1.6525439
Guyana,GUY,2009,2.4885857
Guyana,GUY,2010,4.0447507
Guyana,GUY,2011,3.7857757
Guyana,GUY,2012,2.21663
Guyana,GUY,2013,2.6595964
Guyana,GUY,2014,1.590824
Guyana,GUY,2015,1.7281085
Guyana,GUY,2016,3.1110063
Guyana,GUY,2017,3.5289485
Guyana,GUY,2018,3.0275538
Guyana,GUY,2019,2.9229586
Guyana,GUY,2020,3.0731776
Hong Kong,HKG,1979,3.7100863
Hong Kong,HKG,1980,4.0437264
Hong Kong,HKG,1981,4.161119
Hong Kong,HKG,1982,4.244496
Hong Kong,HKG,1983,3.6832986
Hong Kong,HKG,1984,3.6068053
Hong Kong,HKG,1985,4.1774173
Hong Kong,HKG,1986,4.149917
Hong Kong,HKG,1987,3.721444
Hong Kong,HKG,1988,3.990064
Hong Kong,HKG,1989,4.0518866
Hong Kong,HKG,1990,4.6205893
Hong Kong,HKG,1991,3.5134678
Hong Kong,HKG,1992,4.06606
Hong Kong,HKG,1993,3.9055135
Hong Kong,HKG,1994,3.7382197
Hong Kong,HKG,1995,3.8032243
Hong Kong,HKG,1996,3.993408
Hong Kong,HKG,1997,3.5744555
Hong Kong,HKG,1998,3.7277086
Hong Kong,HKG,1999,4.029421
Hong Kong,HKG,2000,3.6063702
Hong Kong,HKG,2001,3.869771
Hong Kong,HKG,2002,4.279202
Hong Kong,HKG,2003,3.7069411
Hong Kong,HKG,2004,3.8773918
Hong Kong,HKG,2005,3.9722748
Hong Kong,HKG,2006,3.9235032
Hong Kong,HKG,2007,4.1399536
Hong Kong,HKG,2008,3.8407362
Hong Kong,HKG,2009,4.00119
Hong Kong,HKG,2010,4.026878
Hong Kong,HKG,2011,4.1479006
Hong Kong,HKG,2012,4.329589
Hong Kong,HKG,2013,4.508512
Hong Kong,HKG,2014,4.339947
Hong Kong,HKG,2015,4.9886274
Hong Kong,HKG,2016,4.786933
Hong Kong,HKG,2017,4.7050424
Hungary,HUN,1979,8.606807
Hungary,HUN,1980,7.8383684
Hungary,HUN,1981,8.496939
Hungary,HUN,1982,8.650191
Hungary,HUN,1983,8.876941
Hungary,HUN,1984,8.101383
Hungary,HUN,1985,8.204968
Hungary,HUN,1986,8.973677
Hungary,HUN,1987,9.12527
Hungary,HUN,1988,9.276323
Hungary,HUN,1989,9.146479
Hungary,HUN,1990,9.520265
Hungary,HUN,1991,9.324127
Hungary,HUN,1992,9.621086
Hungary,HUN,1993,9.503638
Hungary,HUN,1994,10.014193
Hungary,HUN,1995,9.61958
Hungary,HUN,1996,9.793752
Hungary,HUN,1997,9.938008
Hungary,HUN,1998,9.782629
Hungary,HUN,1999,9.888995
Hungary,HUN,2000,9.735432
Hungary,HUN,2001,9.308454
Hungary,HUN,2002,9.919562
Hungary,HUN,2003,9.660248
Hungary,HUN,2004,9.768794
Hungary,HUN,2005,9.2744465
Hungary,HUN,2006,9.61841
Hungary,HUN,2007,9.901918
Hungary,HUN,2008,10.10626
Hungary,HUN,2009,10.175454
Hungary,HUN,2010,10.058032
Hungary,HUN,2011,10.123738
Hungary,HUN,2012,10.569855
Hungary,HUN,2013,10.385517
Hungary,HUN,2014,10.395295
Hungary,HUN,2015,10.071707
Hungary,HUN,2016,11.118766
Hungary,HUN,2017,11.187587
Hungary,HUN,2018,10.701447
Hungary,HUN,2019,10.36808
Hungary,HUN,2020,10.802251
Hungary,HUN,2021,9.814154
Hungary,HUN,2022,10.163046
Hungary,HUN,2023,10.21523
Iceland,ISL,1981,7.4972553
Iceland,ISL,1982,9.15979
Iceland,ISL,1983,13.82162
Iceland,ISL,1984,9.109962
Iceland,ISL,1985,11.73179
Iceland,ISL,1986,8.903251
Iceland,ISL,1987,6.3557944
Iceland,ISL,1988,10.818929
Iceland,ISL,1989,9.421989
Iceland,ISL,1990,10.689735
Iceland,ISL,1991,6.9008465
Iceland,ISL,1992,9.413588
Iceland,ISL,1993,7.85371
Iceland,ISL,1994,8.213755
Iceland,ISL,1995,7.144741
Iceland,ISL,1996,9.872712
Iceland,ISL,1997,10.960771
Iceland,ISL,1998,7.625838
Iceland,ISL,1999,12.131049
Iceland,ISL,2000,7.139813
Iceland,ISL,2001,6.3522453
Iceland,ISL,2002,7.9688096
Iceland,ISL,2003,7.8930736
Iceland,ISL,2004,6.1303105
Iceland,ISL,2005,7.71061
Iceland,ISL,2006,7.93907
Iceland,ISL,2007,9.084905
Iceland,ISL,2008,6.1403985
Iceland,ISL,2009,6.004834
Iceland,ISL,2010,6.4796205
Iceland,ISL,2011,6.1216855
Iceland,ISL,2012,7.535424
Iceland,ISL,2013,6.337352
Iceland,ISL,2014,10.0713215
Iceland,ISL,2015,9.102335
Iceland,ISL,2016,9.288421
Iceland,ISL,2017,7.5213428
Iceland,ISL,2018,4.974346
Iceland,ISL,2019,8.568548
Iceland,ISL,2020,6.761397
Iceland,ISL,2021,6.122536
Iceland,ISL,2022,7.5887237
Iran,IRN,2013,1.9623016
Iran,IRN,2014,1.9765903
Iran,IRN,2015,2.8771262
Iran,IRN,2016,3.1189272
Iran,IRN,2017,3.443555
Iraq,IRQ,2008,2.3425686
Iraq,IRQ,2015,3.0702698
Iraq,IRQ,2016,3.2047415
Ireland,IRL,1979,8.145235
Ireland,IRL,1980,8.597034
Ireland,IRL,1981,8.193125
Ireland,IRL,1982,8.799973
Ireland,IRL,1983,8.234352
Ireland,IRL,1984,9.085595
Ireland,IRL,1985,7.4618163
Ireland,IRL,1986,8.304956
Ireland,IRL,1987,8.597476
Ireland,IRL,1988,8.827924
Ireland,IRL,1989,8.065963
Ireland,IRL,1990,8.60177
Ireland,IRL,1991,7.641999
Ireland,IRL,1992,8.12786
Ireland,IRL,1993,8.165137
Ireland,IRL,1994,7.8943624
Ireland,IRL,1995,7.480652
Ireland,IRL,1996,7.026638
Ireland,IRL,1997,7.7140055
Ireland,IRL,1998,7.6760373
Ireland,IRL,1999,7.3916435
Ireland,IRL,2000,6.9568458
Ireland,IRL,2001,7.3810534
Ireland,IRL,2002,7.442137
Ireland,IRL,2003,7.3779125
Ireland,IRL,2004,6.947627
Ireland,IRL,2005,6.235294
Ireland,IRL,2006,7.306283
Ireland,IRL,2007,7.9701366
Ireland,IRL,2008,7.9572444
Ireland,IRL,2009,8.049643
Ireland,IRL,2010,7.7377143
Ireland,IRL,2011,7.4755054
Ireland,IRL,2012,7.1325364
Ireland,IRL,2013,7.2272086
Ireland,IRL,2014,7.5379624
Ireland,IRL,2015,7.490653
Ireland,IRL,2016,6.8879137
Ireland,IRL,2017,6.763987
Ireland,IRL,2018,7.0695415
Ireland,IRL,2019,6.346749
Ireland,IRL,2020,7.049371
Ireland,IRL,2021,6.434255
Ireland,IRL,2022,6.7464857
Israel,ISR,1979,7.9572515
Israel,ISR,1980,7.8025217
Israel,ISR,1981,6.481873
Israel,ISR,1982,6.992489
Israel,ISR,1983,7.409425
Israel,ISR,1984,7.370903
Israel,ISR,1985,7.141464
Israel,ISR,1986,7.2572546
Israel,ISR,1987,7.1548057
Israel,ISR,1988,8.024619
Israel,ISR,1989,7.5104485
Israel,ISR,1990,7.5625544
Israel,ISR,1991,7.2563834
Israel,ISR,1992,7.067636
Israel,ISR,1993,7.313141
Israel,ISR,1994,7.6041765
Israel,ISR,1995,7.4656296
Israel,ISR,1996,7.0881295
Israel,ISR,1997,6.5062227
Israel,ISR,1998,7.198342
Israel,ISR,1999,7.542808
Israel,ISR,2000,7.4085045
Israel,ISR,2001,8.395387
Israel,ISR,2002,9.009209
Israel,ISR,2003,8.445788
Israel,ISR,2004,8.105312
Israel,ISR,2005,8.175947
Israel,ISR,2006,9.020415
Israel,ISR,2007,7.542433
Israel,ISR,2008,8.059604
Israel,ISR,2009,8.279328
Israel,ISR,2010,8.51768
Israel,ISR,2011,8.132835
Israel,ISR,2012,8.6496935
Israel,ISR,2013,8.464442
Israel,ISR,2014,8.410575
Israel,ISR,2015,8.668621
Israel,ISR,2016,8.3448715
Israel,ISR,2017,7.962564
Israel,ISR,2018,7.8230724
Israel,ISR,2019,8.270894
Israel,ISR,2020,8.004553
Israel,ISR,2021,7.2321696
Israel,ISR,2022,7.145993
Italy,ITA,1979,5.253699
Italy,ITA,1980,5.4102764
Italy,ITA,1981,5.389596
Italy,ITA,1982,5.7311277
Italy,ITA,1983,5.874269
Italy,ITA,1984,6.0827484
Italy,ITA,1985,6.211069
Italy,ITA,1986,6.202477
Italy,ITA,1987,6.6127496
Italy,ITA,1988,6.6079645
Italy,ITA,1989,6.839801
Italy,ITA,1990,6.753362
Italy,ITA,1991,6.8757305
Italy,ITA,1992,6.830149
Italy,ITA,1993,6.972891
Italy,ITA,1994,7.1083384
Italy,ITA,1995,6.7727404
Italy,ITA,1996,6.8066506
Italy,ITA,1997,6.9221973
Italy,ITA,1998,7.0388026
Italy,ITA,1999,6.9932547
Italy,ITA,2000,7.152034
Italy,ITA,2001,7.210554
Italy,ITA,2002,7.0661936
Italy,ITA,2003,7.2164164
Italy,ITA,2004,7.379944
Italy,ITA,2005,7.2034397
Italy,ITA,2006,7.429229
Italy,ITA,2007,7.439781
Italy,ITA,2008,7.2501645
Italy,ITA,2009,7.30522
Italy,ITA,2010,7.419609
Italy,ITA,2011,7.683151
Italy,ITA,2012,7.478488
Italy,ITA,2013,7.5632753
Italy,ITA,2014,7.4072866
Italy,ITA,2015,7.524843
Italy,ITA,2016,7.739371
Italy,ITA,2017,7.871319
Italy,ITA,2018,7.7582436
Italy,ITA,2019,7.8736415
Italy,ITA,2020,7.971453
Italy,ITA,2021,7.970126
Italy,ITA,2022,7.6682267
Jamaica,JAM,2000,3.186518
Jamaica,JAM,2001,3.0203235
Jamaica,JAM,2002,2.7193308
Jamaica,JAM,2003,2.4961233
Jamaica,JAM,2004,2.8097177
Jamaica,JAM,2005,2.895365
Jamaica,JAM,2006,3.3424296
Jamaica,JAM,2009,3.1621456
Jamaica,JAM,2010,2.9880729
Jamaica,JAM,2011,3.0696924
Jamaica,JAM,2012,3.3156035
Jamaica,JAM,2013,3.1863267
Jamaica,JAM,2014,3.750209
Japan,JPN,1979,5.7971177
Japan,JPN,1980,6.1162896
Japan,JPN,1981,6.2427964
Japan,JPN,1982,6.4277625
Japan,JPN,1983,6.6011043
Japan,JPN,1984,6.553786
Japan,JPN,1985,6.9910913
Japan,JPN,1986,7.192479
Japan,JPN,1987,7.470263
Japan,JPN,1988,7.536656
Japan,JPN,1989,7.5598435
Japan,JPN,1990,7.478339
Japan,JPN,1991,7.387079
Japan,JPN,1992,7.4102345
Japan,JPN,1993,7.477277
Japan,JPN,1994,7.383691
Japan,JPN,1995,7.619948
Japan,JPN,1996,7.645805
Japan,JPN,1997,7.562372
Japan,JPN,1998,7.6063027
Japan,JPN,1999,7.793929
Japan,JPN,2000,7.703924
Japan,JPN,2001,7.5722575
Japan,JPN,2002,7.580084
Japan,JPN,2003,7.731443
Japan,JPN,2004,7.9173803
Japan,JPN,2005,7.8964353
Japan,JPN,2006,7.8132687
Japan,JPN,2007,7.9514537
Japan,JPN,2008,8.19775
Japan,JPN,2009,8.246855
Japan,JPN,2010,8.34725
Japan,JPN,2011,8.451481
Japan,JPN,2012,8.577328
Japan,JPN,2013,8.5942745
Japan,JPN,2014,8.60967
Japan,JPN,2015,8.382469
Japan,JPN,2016,8.664441
Japan,JPN,2017,8.684705
Japan,JPN,2018,8.831744
Japan,JPN,2019,8.873269
Japan,JPN,2020,9.008433
Japan,JPN,2021,9.1281805
Japan,JPN,2022,9.179367
Jordan,JOR,2008,3.1153667
Jordan,JOR,2009,2.2971938
Jordan,JOR,2010,3.7914867
Jordan,JOR,2011,2.9064023
Jordan,JOR,2012,3.180454
Jordan,JOR,2015,2.9448986
Jordan,JOR,2016,2.8761518
Jordan,JOR,2017,3.1808207
Jordan,JOR,2018,3.0302505
Kazakhstan,KAZ,2004,6.1931715
Kazakhstan,KAZ,2005,6.1689415
Kazakhstan,KAZ,2006,6.147466
Kazakhstan,KAZ,2007,6.0885897
Kazakhstan,KAZ,2008,5.642421
Kazakhstan,KAZ,2009,5.477973
Kazakhstan,KAZ,2010,6.056282
Kazakhstan,KAZ,2011,5.5699677
Kazakhstan,KAZ,2012,5.6680818
Kazakhstan,KAZ,2013,5.438591
Kazakhstan,KAZ,2014,5.3326106
Kazakhstan,KAZ,2015,4.9122815
Kazakhstan,KAZ,2016,4.810598
Kazakhstan,KAZ,2017,4.6306787
Kazakhstan,KAZ,2018,4.8394656
Kazakhstan,KAZ,2019,4.416383
Kazakhstan,KAZ,2020,4.41237
Kazakhstan,KAZ,2021,3.9601843
Kazakhstan,KAZ,2022,3.7477818
Kazakhstan,KAZ,2023,4.0409703
Kuwait,KWT,1979,6.4086432
Kuwait,KWT,1980,3.9865158
Kuwait,KWT,1981,3.4394648
Kuwait,KWT,1982,5.3507824
Kuwait,KWT,1983,4.116995
Kuwait,KWT,1984,5.8867326
Kuwait,KWT,1985,5.153837
Kuwait,KWT,1986,6.4917703
Kuwait,KWT,1987,3.402769
Kuwait,KWT,1993,3.3735552
Kuwait,KWT,1994,2.8278086
Kuwait,KWT,1995,4.4779525
Kuwait,KWT,1996,3.8576128
Kuwait,KWT,1997,6.238946
Kuwait,KWT,1998,4.1219206
Kuwait,KWT,1999,3.2913508
Kuwait,KWT,2000,3.7013843
Kuwait,KWT,2001,3.6873357
Kuwait,KWT,2002,2.9599957
Kuwait,KWT,2003,5.1748734
Kuwait,KWT,2004,4.125002
Kuwait,KWT,2005,4.000426
Kuwait,KWT,2006,7.3731384
Kuwait,KWT,2007,3.3745873
Kuwait,KWT,2008,3.9895067
Kuwait,KWT,2009,3.2592041
Kuwait,KWT,2010,3.7971373
Kuwait,KWT,2011,2.7652547
Kuwait,KWT,2012,3.9778564
Kuwait,KWT,2013,3.487093
Kuwait,KWT,2014,2.7589035
Kuwait,KWT,2015,4.8497086
Kuwait,KWT,2016,2.6572342
Kuwait,KWT,2017,3.164524
Kuwait,KWT,2018,3.241198
Kuwait,KWT,2019,3.9065642
Kuwait,KWT,2022,3.6569352
Kuwait,KWT,2023,3.653222
Kyrgyzstan,KGZ,2000,3.9499178
Kyrgyzstan,KGZ,2001,3.9483964
Kyrgyzstan,KGZ,2002,3.2274883
Kyrgyzstan,KGZ,2003,2.5045009
Kyrgyzstan,KGZ,2004,3.5014412
Kyrgyzstan,KGZ,2005,3.9870818
Kyrgyzstan,KGZ,2006,3.3209238
Kyrgyzstan,KGZ,2007,2.9210222
Kyrgyzstan,KGZ,2008,3.1785069
Kyrgyzstan,KGZ,2009,3.5748205
Kyrgyzstan,KGZ,2010,3.8504736
Kyrgyzstan,KGZ,2011,3.9020424
Kyrgyzstan,KGZ,2012,4.224855
Kyrgyzstan,KGZ,2013,4.254207
Kyrgyzstan,KGZ,2014,4.541537
Kyrgyzstan,KGZ,2015,4.2284794
Kyrgyzstan,KGZ,2016,5.017188
Kyrgyzstan,KGZ,2017,4.6756544
Kyrgyzstan,KGZ,2018,5.0435624
Kyrgyzstan,KGZ,2019,4.3692265
Kyrgyzstan,KGZ,2020,4.4885845
Kyrgyzstan,KGZ,2021,3.558186
Kyrgyzstan,KGZ,2022,3.921636
Kyrgyzstan,KGZ,2023,4.7193656
Latvia,LVA,1996,8.675073
Latvia,LVA,1997,8.65669
Latvia,LVA,1998,8.928551
Latvia,LVA,1999,9.241492
Latvia,LVA,2000,8.706504
Latvia,LVA,2001,8.500555
Latvia,LVA,2002,8.840188
Latvia,LVA,2003,8.367401
Latvia,LVA,2004,8.477772
Latvia,LVA,2005,9.526505
Latvia,LVA,2006,8.314765
Latvia,LVA,2007,8.451136
Latvia,LVA,2008,9.549242
Latvia,LVA,2009,8.749105
Latvia,LVA,2010,9.391301
Latvia,LVA,2011,9.494544
Latvia,LVA,2012,9.152655
Latvia,LVA,2013,8.450615
Latvia,LVA,2014,8.984538
Latvia,LVA,2015,8.844364
Latvia,LVA,2016,10.037466
Latvia,LVA,2017,10.75508
Latvia,LVA,2018,9.176731
Latvia,LVA,2019,8.905786
Latvia,LVA,2020,9.515707
Latvia,LVA,2021,8.581101
Latvia,LVA,2022,9.469963
Latvia,LVA,2023,9.21421
Lebanon,LBN,2019,3.8205733
Lebanon,LBN,2020,3.0146127
Lebanon,LBN,2021,2.8928256
Lebanon,LBN,2023,2.4190106
Lithuania,LTU,1993,7.5868278
Lithuania,LTU,1994,8.118993
Lithuania,LTU,1995,8.34802
Lithuania,LTU,1996,7.861552
Lithuania,LTU,1997,8.088481
Lithuania,LTU,1998,7.035818
Lithuania,LTU,1999,7.2175183
Lithuania,LTU,2000,7.7732015
Lithuania,LTU,2001,7.369435
Lithuania,LTU,2002,8.241257
